"Bullock","Bullock_campaign","796392251081400320","2016-11-09 16:41:23","I am humbled by your support. #mtpol #mtgov https://t.co/uAc8Ai2cAW","","4","20"
"Bullock","Bullock_campaign","796391636917813253","2016-11-09 16:38:57","Thank you Montana. #mtpol #mtgov https://t.co/Ub2jusr59M","","20","78"
"Bullock","Bullock_campaign","796210592826662915","2016-11-09 04:39:32","RT @WillNBCMT: Governor Steve Bullock arrives #mtpol https://t.co/8bKtdqi5yv","","1","0"
"Bullock","Bullock_campaign","796141944959160321","2016-11-09 00:06:45","RT @mscopff: #montanaprofessionalfirefighters support @BullockForMT for #montanagovernor great for Montana and the future https://t.co/I1TD…","","3","0"
"Bullock","Bullock_campaign","796099835405500416","2016-11-08 21:19:26","RT @prairiewindspr: Make no mistake, our races in #Montana will impact the future of this great state. We got your back @BullockForMT &amp; @de…","","3","0"
"Bullock","Bullock_campaign","796096298810281984","2016-11-08 21:05:23","@OIA Thanks for the support! #mtpol","","2","5"
"Bullock","Bullock_campaign","796095478211506176","2016-11-08 21:02:07","RT @smartin123: @BullockForMT good luck Governor!","","2","0"
"Bullock","Bullock_campaign","796014617935941636","2016-11-08 15:40:48","Started off Election Day by voting with my kids. Let's keep Montana great for future generations! #MTpol #ElectionDay https://t.co/gG8S1M1BrB","","5","29"
"Bullock","Bullock_campaign","795822058298970112","2016-11-08 02:55:39","Final #GOTV rally in Helena. Let's do this Montana! #mtpol https://t.co/uvx8h02poc","","6","11"
"Bullock","Bullock_campaign","795790916376260608","2016-11-08 00:51:54","Mike and I hit the doors again in Helena. Your vote is your voice! #MTpol https://t.co/5UkjxnNrOV","","4","18"
"Bullock","Bullock_campaign","795730354413993984","2016-11-07 20:51:15","Haven't voted yet? Make a plan to vote tomorrow on Election Day. To find your polling location, visit https://t.co/1KrAaTUouq. #MTpol https://t.co/1TwIaIc2KL","","1","2"
"Bullock","Bullock_campaign","795668233693102080","2016-11-07 16:44:24","We're going to move this state forward, not a hundred years back. #mtpol #mtgov
https://t.co/MXplk45A8I","","6","6"
"Bullock","Bullock_campaign","795386363155795968","2016-11-06 22:04:21","Great Falls is fired up and ready to Get Out the Vote! #MTpol #GOTV https://t.co/iRv7uF2BbP","","6","11"
"Bullock","Bullock_campaign","795343131088744448","2016-11-06 19:12:33","Thanks to all of the volunteers across our state for taking time this weekend to hit the doors, make phone calls &amp; #GOTV! #MTpol https://t.co/bO0SMhImna","","4","11"
"Bullock","Bullock_campaign","795326160729243648","2016-11-06 18:05:07","Great start to Day 5 of #GOTV in Missoula. #MTpol https://t.co/cS963kpXrL","","4","8"
"Bullock","Bullock_campaign","795072505895493632","2016-11-06 01:17:11","#GOTV in Butte, America! #MTpol https://t.co/8K6yZrRyXW","","6","10"
"Bullock","Bullock_campaign","795055297404354560","2016-11-06 00:08:48","Today, November 5th marks Elouise Cobell Day. She was a courageous leader and remains an inspiration to all of us. #mtpol https://t.co/bI3pokFyyB","","4","6"
"Bullock","Bullock_campaign","795025478012715008","2016-11-05 22:10:19","The MT Gov's race is highlighted as one of four that could determine the fate of our public lands: https://t.co/Oru8RFcajB #mtpol","","5","5"
"Bullock","Bullock_campaign","795004318671740928","2016-11-05 20:46:14","We're working together to keep Montana great for future generations. Thanks for the great #GOTV event Livingston! #mtpol https://t.co/bB7LZuCtyf","","9","13"
"Bullock","Bullock_campaign","794947869719592961","2016-11-05 17:01:56","Knocking doors &amp; talking to Montanans is what makes the difference. Thanks to Billings residents for your help w/ #GOTV this weekend. #mtpol https://t.co/DOvM0lE7eI","","7","9"
"Bullock","Bullock_campaign","794932845936574464","2016-11-05 16:02:14","And we didn't have to pay a sales tax. #MTpol 
https://t.co/bZDOgxB4da","","8","22"
"Bullock","Bullock_campaign","794617628799205380","2016-11-04 19:09:40","Mike was on the road last week to #GOTV in Montana towns. Check out this highlight from his stop in Pablo. #MTpol
https://t.co/vAAf2SNsPj","","2","3"
"Bullock","Bullock_campaign","794580598543286276","2016-11-04 16:42:31","Good morning from Miles City. Five days to go! #GOTV #MTpol #MTgov https://t.co/ugn3EQABtw","","3","12"
"Bullock","Bullock_campaign","794325713230757888","2016-11-03 23:49:42","The Montana we know and love belongs to all of us. #mtpol #mtgov https://t.co/0IF7gMiQsW","","5","10"
"Bullock","Bullock_campaign","794302926244048897","2016-11-03 22:19:09","Another great day meeting with Montanans to #GOTV! #mtpol #mtgov https://t.co/WtWo6WuolY","","2","6"
"Bullock","Bullock_campaign","794269504549203968","2016-11-03 20:06:21","Elections are to be decided by every one of the folks like you and me, not by millionaires &amp; corporations. #mtpol 
https://t.co/5JZHzAnb2y","","7","7"
"Bullock","Bullock_campaign","794205566029611009","2016-11-03 15:52:17","Good morning from Havre. Join us as we #GOTV along the Hi-Line today. #MTpol #MTgov https://t.co/ow4BtS7Hnp","","4","4"
"Bullock","Bullock_campaign","793963250236825600","2016-11-02 23:49:24","Wrapping up day one in Browning. Thanks for the great visit! #GOTV #MTpol #MTgov https://t.co/IBXkXce8ms","","5","9"
"Bullock","Bullock_campaign","793915880992186368","2016-11-02 20:41:10","Thanks to UM students for joining us at the rally and making sure your voices are heard! #mtpol #mtgov #GOTV
https://t.co/bsRulq236O","","2","3"
"Bullock","Bullock_campaign","793894446999871488","2016-11-02 19:16:00","The Disclose Act is a pretty simple idea, but it’s essential to making sure our elections are fair to voters. #mtpol
https://t.co/oWJ2CJviRM","","3","9"
"Bullock","Bullock_campaign","793884221236326400","2016-11-02 18:35:22","Great crowd in Kalispell to #GOTV! We're crossing the state over the next 5 days to share our message of Montana values. #mtpol #mtgov https://t.co/FubXo6ErjU","","5","9"
"Bullock","Bullock_campaign","793588424263335936","2016-11-01 22:59:59","“The best way to get rid of the shadows is to turn up the sunshine."" #MTpol #MTgov 
https://t.co/WVqkwWvKlB","","3","3"
"Bullock","Bullock_campaign","793540207932874752","2016-11-01 19:48:23",".@denisejuneau and I rallied with UM students &amp; encouraged them to vote early on campus today! #MTpol #MTgov #GoGriz #GOTV https://t.co/VQKIZ4f8JR","","4","8"
"Bullock","Bullock_campaign","793512904414760961","2016-11-01 17:59:53","A great Montana tradition that represents our great state. #mtpol #mtgov 
https://t.co/TNLSgeWFQ8","","2","3"
